has,prefers,count
A_MiscWildFaecalA_Small_Mammal,A_AvianFaecalA_Pelican,0.85
A_RuminantFaecalA_Deer,A_AvianFaecalA_Pelican,0.85
A_MiscWildFaecalA_Bear,A_AvianFaecalA_Sparrow,0.85
A_MiscWildFaecalA_Rattus,A_AvianFaecalA_Sparrow,0.85
A_MiscWildFaecalA_Skunk,A_AvianFaecalA_Sparrow,0.85
A_MiscWildFaecalA_Small_Mammal,A_AvianFaecalA_Sparrow,0.85
A_RuminantFaecalA_Deer,A_AvianFaecalA_Sparrow,0.85
A_RuminantFaecalA_Cow,A_AvianFaecalA_Turkey,0.85
A_MiscWildFaecalA_Bear,A_AvianFaecalA_Wild_Bird,0.85
A_MiscWildFaecalA_Rattus,A_AvianFaecalA_Wild_Bird,0.85
A_MiscWildFaecalA_Skunk,A_AvianFaecalA_Wild_Bird,0.85
A_MiscWildFaecalA_Small_Mammal,A_AvianFaecalA_Wild_Bird,0.85
A_RuminantFaecalA_Deer,A_AvianFaecalA_Wild_Bird,0.85
A_AvianFaecalA_Chicken,A_EquineFaecalA_Horse,0.85
A_AvianFaecalA_Pelican,A_MiscWildFaecalA_Bear,0.85
A_AvianFaecalA_Sparrow,A_MiscWildFaecalA_Bear,0.85
A_AvianFaecalA_Wild_Bird,A_MiscWildFaecalA_Bear,0.85
A_RuminantFaecalA_Deer,A_MiscWildFaecalA_Marmot,0.85
A_RuminantFaecalA_Deer,A_MiscWildFaecalA_Peromyscus,0.85
A_AvianFaecalA_Pelican,A_MiscWildFaecalA_Rattus,0.85
A_AvianFaecalA_Sparrow,A_MiscWildFaecalA_Rattus,0.85
A_AvianFaecalA_Wild_Bird,A_MiscWildFaecalA_Rattus,0.85
A_AvianFaecalA_Pelican,A_MiscWildFaecalA_Skunk,0.85
A_AvianFaecalA_Sparrow,A_MiscWildFaecalA_Skunk,0.85
A_AvianFaecalA_Wild_Bird,A_MiscWildFaecalA_Skunk,0.85
A_AvianFaecalA_Pelican,A_MiscWildFaecalA_Small_Mammal,0.85
A_AvianFaecalA_Sparrow,A_MiscWildFaecalA_Small_Mammal,0.85
A_AvianFaecalA_Wild_Bird,A_MiscWildFaecalA_Small_Mammal,0.85
A_AvianFaecalA_Turkey,A_RuminantFaecalA_Cow,0.85
A_AvianFaecalA_Pelican,A_RuminantFaecalA_Deer,0.85
A_AvianFaecalA_Sparrow,A_RuminantFaecalA_Deer,0.85
A_AvianFaecalA_Wild_Bird,A_RuminantFaecalA_Deer,0.85
A_MiscWildFaecalA_Marmot,A_RuminantFaecalA_Deer,0.85
A_MiscWildFaecalA_Peromyscus,A_RuminantFaecalA_Deer,0.85
A_RuminantFaecalA_Buffalo,A_EquineFaecalA_Donkey,0.842105263
A_EquineFaecalA_Donkey,A_RuminantFaecalA_Buffalo,0.842105263
A_RuminantFaecalA_Cow,A_MiscDomesticFaecalA_Llama/Alpaca,0.834210526
A_MiscDomesticFaecalA_Llama/Alpaca,A_RuminantFaecalA_Cow,0.834210526
E_WaterWaterE_Water,E_SandMisc_EnvironmentalE_Sand,0.831578947
E_SandMisc_EnvironmentalE_Sand,E_WaterWaterE_Water,0.831578947
A_RuminantFaecalA_Buffalo,A_AvianFaecalA_Chicken,0.826315789
A_RuminantRetailA_Sheep,A_AvianRetailA_Chicken,0.826315789
A_RuminantRetailA_Sheep,A_AvianRetailA_Turkey,0.826315789
A_RuminantRetailA_Sheep,A_PorcineRetailA_Pig,0.826315789
A_AvianFaecalA_Chicken,A_RuminantFaecalA_Buffalo,0.826315789
A_AvianRetailA_Chicken,A_RuminantRetailA_Sheep,0.826315789
A_AvianRetailA_Turkey,A_RuminantRetailA_Sheep,0.826315789
A_PorcineRetailA_Pig,A_RuminantRetailA_Sheep,0.826315789
A_MiscWildFaecalA_Raccoon,A_MiscWildFaecalA_Bear,0.813157895
A_MiscWildFaecalA_Bear,A_MiscWildFaecalA_Raccoon,0.813157895
A_MiscWildFaecalA_Rattus,A_MiscWildFaecalA_Raccoon,0.813157895
A_MiscWildFaecalA_Skunk,A_MiscWildFaecalA_Raccoon,0.813157895
A_MiscWildFaecalA_Small_Mammal,A_MiscWildFaecalA_Raccoon,0.813157895
A_MiscWildFaecalA_Raccoon,A_MiscWildFaecalA_Rattus,0.813157895
A_MiscWildFaecalA_Raccoon,A_MiscWildFaecalA_Skunk,0.813157895
A_MiscWildFaecalA_Raccoon,A_MiscWildFaecalA_Small_Mammal,0.813157895
A_RuminantFaecalA_Goat,A_EquineFaecalA_Horse,0.807894737
A_RuminantFaecalA_Sheep,A_EquineFaecalA_Horse,0.807894737
A_EquineFaecalA_Horse,A_RuminantFaecalA_Goat,0.807894737
A_EquineFaecalA_Horse,A_RuminantFaecalA_Sheep,0.807894737
A_EquineFaecalA_Donkey,A_AvianFaecalA_Chicken,0.805263158
A_RuminantFaecalA_Cow,A_AvianFaecalA_Duck,0.805263158
A_MiscWildFaecalA_Marmot,A_AvianFaecalA_Pelican,0.805263158
A_MiscWildFaecalA_Peromyscus,A_AvianFaecalA_Pelican,0.805263158
A_MiscWildFaecalA_Marmot,A_AvianFaecalA_Sparrow,0.805263158
A_MiscWildFaecalA_Peromyscus,A_AvianFaecalA_Sparrow,0.805263158
A_EquineFaecalA_Horse,A_AvianFaecalA_Turkey,0.805263158
A_PorcineFaecalA_Pig,A_AvianFaecalA_Turkey,0.805263158
A_MiscWildFaecalA_Marmot,A_AvianFaecalA_Wild_Bird,0.805263158
A_MiscWildFaecalA_Peromyscus,A_AvianFaecalA_Wild_Bird,0.805263158
A_AvianFaecalA_Chicken,A_EquineFaecalA_Donkey,0.805263158
A_AvianFaecalA_Turkey,A_EquineFaecalA_Horse,0.805263158
A_AvianFaecalA_Pelican,A_MiscWildFaecalA_Marmot,0.805263158
A_AvianFaecalA_Sparrow,A_MiscWildFaecalA_Marmot,0.805263158
A_AvianFaecalA_Wild_Bird,A_MiscWildFaecalA_Marmot,0.805263158
A_AvianFaecalA_Pelican,A_MiscWildFaecalA_Peromyscus,0.805263158
A_AvianFaecalA_Sparrow,A_MiscWildFaecalA_Peromyscus,0.805263158
A_AvianFaecalA_Wild_Bird,A_MiscWildFaecalA_Peromyscus,0.805263158
A_AvianFaecalA_Turkey,A_PorcineFaecalA_Pig,0.805263158
A_AvianFaecalA_Duck,A_RuminantFaecalA_Cow,0.805263158
E_SandMisc_EnvironmentalE_Sand,A_AvianFaecalA_Pelican,0.8
E_SandMisc_EnvironmentalE_Sand,A_AvianFaecalA_Sparrow,0.8
E_SandMisc_EnvironmentalE_Sand,A_AvianFaecalA_Wild_Bird,0.8
A_AvianFaecalA_Pelican,E_SandMisc_EnvironmentalE_Sand,0.8
A_AvianFaecalA_Sparrow,E_SandMisc_EnvironmentalE_Sand,0.8
A_AvianFaecalA_Wild_Bird,E_SandMisc_EnvironmentalE_Sand,0.8
