Strain	Source	Country	Province	City	Latitude	Longitude	Day	Month	Year
Isolate_037	Cow_Farm	Canada	Alberta	Pincher Creek	49.4863458	-113.9502548	17	5	2005
Isolate_038	Cow_Farm	Canada	Alberta	Pincher Creek	49.4863458	-113.9502548	17	5	2005
Isolate_039	Cow_Farm	Canada	Alberta	Pincher Creek	49.4863458	-113.9502548	17	5	2005
Isolate_040	Cow_Farm	Canada	Alberta	Pincher Creek	49.4863458	-113.9502548	17	5	2005
Isolate_041	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	22	5	2005
Isolate_042	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	25	5	2005
Isolate_043	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	25	5	2005
Isolate_044	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	31	5	2005
Isolate_045	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	1	6	2005
Isolate_046	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	1	6	2005
Isolate_047	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	2	6	2005
Isolate_048	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	3	6	2005
Isolate_049	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	3	6	2005
Isolate_050	Human_Urban	Canada	Alberta	Lethbridge	49.69349	-112.84184	6	6	2005
Isolate_051	Pig_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	6	6	2005
Isolate_052	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	8	6	2005
Isolate_053	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	12	6	2005
Isolate_054	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	14	6	2005
Isolate_055	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	14	6	2005
Isolate_056	Human_Urban	Canada	Alberta	Lethbridge	49.69349	-112.84184	16	6	2005
Isolate_057	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	18	6	2005
Isolate_058	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	18	6	2005
Isolate_059	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	21	6	2005
Isolate_060	Cow_Farm	Canada	Alberta	Fort Macleod	49.7216792	-113.4000408	22	6	2005
Isolate_061	Cow_Farm	Canada	Alberta	Pincher Creek	49.4863458	-113.9502548	22	6	2005
Isolate_062	Human_Urban	Canada	Alberta	Lethbridge	49.69349	-112.84184	24	6	2005
Isolate_063	Human_Urban	Canada	Alberta	Lethbridge	49.69349	-112.84184	26	6	2005
Isolate_064	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	27	6	2005
Isolate_065	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	27	6	2005
Isolate_066	Human_Urban	Canada	Alberta	Lethbridge	49.69349	-112.84184	27	6	2005
Isolate_067	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	2	7	2005
Isolate_068	Human_Urban	Canada	Alberta	Calgary	51.0453246	-114.0581012	4	7	2005
Isolate_069	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	20	7	2005
Isolate_070	Sheep_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	20	7	2005
Isolate_071	Cow_Farm	Canada	Alberta	Fort Macleod	49.7216792	-113.4000408	10	8	2005
Isolate_072	Sheep_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	10	8	2005
Isolate_073	Human_Urban	Canada	Alberta	Lethbridge	49.69349	-112.84184	26	8	2005
Isolate_074	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	26	9	2005
Isolate_075	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	28	9	2005
Isolate_076	Irrigation Water	Canada	British Columbia	Salmon River	49.1463835	-122.597773	6	3	2006
Isolate_077	Irrigation Water	Canada	Alberta	Fort Macleod	49.7216792	-113.4000408	13	3	2006
Isolate_078	Irrigation Water	Canada	New Brunswick	Grand Falls	47.0479934	-67.7399015	21	3	2006
Isolate_079	Irrigation Water	Canada	British Columbia	Sumas River	49.0405691	-122.1836635	24	4	2006
Isolate_080	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	15	5	2006
Isolate_081	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	29	5	2006
Isolate_082	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	29	5	2006
Isolate_083	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	29	5	2006
Isolate_084	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	6	6	2006
Isolate_085	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	7	6	2006
Isolate_086	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	19	6	2006
Isolate_087	Goose_Farm	Canada	Alberta	Fort Macleod	49.7216792	-113.4000408	20	6	2006
Isolate_088	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	22	6	2006
Isolate_089	Dog	Canada	Alberta	Lethbridge	49.69349	-112.84184	26	6	2006
Isolate_090	Chicken_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	28	6	2006
Isolate_091	Chicken_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	28	6	2006
Isolate_092	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	4	7	2006
Isolate_093	Duck_Farm	Canada	Alberta	Coaldale	49.7275202	-112.6179093	4	7	2006
Isolate_094	Goose_Farm	Canada	Alberta	Coaldale	49.7275202	-112.6179093	4	7	2006
Isolate_095	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	4	7	2006
Isolate_096	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	5	7	2006
Isolate_097	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	5	7	2006
Isolate_098	Chicken_Farm	Canada	Alberta	Coaldale	49.7275202	-112.6179093	11	7	2006
Isolate_099	Duck_Farm	Canada	Alberta	Coaldale	49.7275202	-112.6179093	11	7	2006
Isolate_100	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	10	8	2006
Isolate_101	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	15	8	2006
Isolate_102	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	18	8	2006
Isolate_103	Irrigation Water	Canada	New Brunswick	Grand Falls	47.0479934	-67.7399015	30	8	2006
Isolate_104	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	13	9	2006
Isolate_105	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	19	9	2006
Isolate_106	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	24	9	2006
Isolate_107	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	26	9	2006
Isolate_108	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	16	10	2006
Isolate_109	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	16	10	2006
Isolate_110	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	29	10	2006
Isolate_111	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	30	10	2006
Isolate_112	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	30	10	2006
Isolate_113	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	6	11	2006
Isolate_114	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	6	11	2006
Isolate_115	Irrigation Water	Canada	British Columbia	Sumas River	49.0405691	-122.1836635	6	11	2006
Isolate_116	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	11	2006
Isolate_117	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	14	11	2006
Isolate_118	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	23	11	2006
Isolate_119	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	27	11	2006
Isolate_120	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	4	12	2006
Isolate_121	Irrigation Water	Canada	British Columbia	Sumas River	49.0405691	-122.1836635	4	12	2006
Isolate_122	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	5	2	2007
Isolate_123	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	13	2	2007
Isolate_124	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	3	2007
Isolate_125	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	6	3	2007
Isolate_126	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	29	3	2007
Isolate_127	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	10	4	2007
Isolate_128	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	17	4	2007
Isolate_129	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	5	2007
Isolate_130	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	15	5	2007
Isolate_131	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	28	5	2007
Isolate_132	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	30	5	2007
Isolate_133	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	11	6	2007
Isolate_134	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	18	6	2007
Isolate_135	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	19	6	2007
Isolate_136	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	6	7	2007
Isolate_137	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	10	7	2007
Isolate_138	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	16	7	2007
Isolate_139	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	16	7	2007
Isolate_140	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	20	7	2007
Isolate_141	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	21	7	2007
Isolate_142	Pig_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	23	7	2007
Isolate_143	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	31	7	2007
Isolate_144	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	31	7	2007
Isolate_145	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	8	2007
Isolate_146	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	8	2007
Isolate_147	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	20	8	2007
Isolate_148	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	21	8	2007
Isolate_149	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	21	8	2007
Isolate_150	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	5	9	2007
Isolate_151	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	6	9	2007
Isolate_152	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	17	9	2007
Isolate_153	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	18	9	2007
Isolate_154	Pig_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	18	9	2007
Isolate_155	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	23	9	2007
Isolate_156	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	25	9	2007
Isolate_157	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	3	10	2007
Isolate_158	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	9	10	2007
Isolate_159	Irrigation Water	Canada	British Columbia	Sumas River	49.0405691	-122.1836635	9	10	2007
Isolate_160	Irrigation Water	Canada	British Columbia	Sumas River	49.0405691	-122.1836635	9	10	2007
Isolate_161	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	19	11	2007
Isolate_162	Irrigation Water	Canada	Alberta	Lethbridge	49.69349	-112.84184	19	11	2007
Isolate_163	Irrigation Water	Canada	British Columbia	Sumas River	49.0405691	-122.1836635	3	12	2007
Isolate_164	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	26	6	2008
Isolate_165	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_166	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_167	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_168	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_169	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_170	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_171	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	7	2008
Isolate_172	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	7	2008
Isolate_173	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	7	2008
Isolate_174	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	15	7	2008
Isolate_175	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	22	7	2008
Isolate_176	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	28	7	2008
Isolate_177	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	12	8	2008
Isolate_178	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	15	8	2008
Isolate_179	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	22	8	2008
Isolate_180	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	28	8	2008
Isolate_181	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	9	2008
Isolate_182	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	12	9	2008
Isolate_183	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	17	9	2008
Isolate_184	Human_Urban	Canada	Ontario	Waterloo	43.4642578	-80.5204096	23	9	2008
Isolate_185	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	3	11	2008
Isolate_186	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	13	1	2009
Isolate_187	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	19	1	2009
Isolate_188	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	19	5	2009
Isolate_189	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	15	6	2009
Isolate_190	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	20	7	2009
Isolate_191	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	27	7	2009
Isolate_192	Chicken_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	21	9	2009
Isolate_193	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	5	10	2009
Isolate_194	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	19	10	2009
Isolate_195	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	31	5	2010
Isolate_196	Chicken_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	7	6	2010
Isolate_197	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	15	6	2010
Isolate_198	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	28	6	2010
Isolate_199	Irrigation Water	Canada	Quebec	N/A	52.9399159	-73.5491361	28	6	2010
Isolate_200	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	29	6	2010
Isolate_201	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	29	6	2010
Isolate_202	Pig_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	29	6	2010
Isolate_203	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	6	7	2010
Isolate_204	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	17	8	2010
Isolate_205	Chicken_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	20	9	2010
Isolate_206	Irrigation Water	Canada	Alberta	N/A	53.9332706	-116.5765035	27	9	2010
Isolate_207	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	15	11	2010
Isolate_208	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	15	11	2010
Isolate_209	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	15	11	2010
Isolate_210	Irrigation Water	Canada	Quebec	N/A	52.9399159	-73.5491361	15	11	2010
Isolate_211	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	29	11	2010
Isolate_212	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	6	12	2010
Isolate_213	Cow_Farm	Canada	Ontario	Waterloo	43.4642578	-80.5204096	6	12	2010
Isolate_214	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	4	1	2011
Isolate_215	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	4	1	2011
Isolate_216	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	1	2	2011
Isolate_217	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	1	3	2011
Isolate_218	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	8	3	2011
Isolate_219	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	15	3	2011
Isolate_220	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	22	3	2011
Isolate_221	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	5	4	2011
Isolate_222	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	19	4	2011
Isolate_223	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	3	5	2011
Isolate_224	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	10	5	2011
Isolate_225	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_226	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_227	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_228	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_229	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_230	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_231	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_232	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_233	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_234	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_235	Cow_Farm	Canada	Alberta	Stirling	49.5023104	-112.5231788	4	7	2011
Isolate_236	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	5	7	2011
Isolate_237	Turkey_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	5	7	2011
Isolate_238	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	9	7	2011
Isolate_239	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	9	7	2011
Isolate_240	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	12	7	2011
Isolate_241	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	12	7	2011
Isolate_242	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	12	7	2011
Isolate_243	Turkey_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	12	7	2011
Isolate_244	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	19	7	2011
Isolate_245	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	19	7	2011
Isolate_246	Turkey_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	2	8	2011
Isolate_247	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	23	8	2011
Isolate_248	Turkey_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	23	8	2011
Isolate_249	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	30	8	2011
Isolate_250	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	30	8	2011
Isolate_251	Chicken_Retail	Canada	British Columbia	Chilliwack	49.1579401	-121.9514666	6	9	2011
Isolate_252	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	13	9	2011
Isolate_253	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	26	9	2011
Isolate_254	Chicken_Retail	Canada	Ontario	Waterloo	43.4642578	-80.5204096	4	10	2011
Isolate_255	Raccoon	Canada	Ontario	N/A	51.253775	-85.3232139	4	10	2011
Isolate_256	Raccoon	Canada	Ontario	N/A	51.253775	-85.3232139	4	10	2011
Isolate_257	Raccoon	Canada	Ontario	N/A	51.253775	-85.3232139	5	10	2011
Isolate_258	Raccoon	Canada	Ontario	N/A	51.253775	-85.3232139	13	10	2011
Isolate_259	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	24	10	2011
Isolate_260	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	21	11	2011
Isolate_261	Irrigation Water	Canada	Ontario	N/A	51.253775	-85.3232139	21	11	2011
Isolate_262	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	29	11	2011
Isolate_263	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	6	12	2011
Isolate_264	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	13	12	2011
Isolate_265	Cow_Farm	Canada	Alberta	Lethbridge	49.69349	-112.84184	19	12	2011
Isolate_266	Cow_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	24	4	2012
Isolate_267	Cow_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	24	4	2012
Isolate_268	Cow_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	29	5	2012
Isolate_269	Cow_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	9	7	2012
Isolate_270	Raccoon	Canada	Ontario	N/A	51.253775	-85.3232139	19	7	2012
Isolate_271	Cow_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	8	8	2012
Isolate_272	Cow_Farm	Canada	Alberta	N/A	53.9332706	-116.5765035	8	8	2012
Isolate_273	Horse	Canada	Alberta	N/A	53.9332706	-116.5765035	8	8	2012
Isolate_274	Horse	Canada	Alberta	N/A	53.9332706	-116.5765035	8	8	2012
